Track,Engine,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,CheckPoint1,CheckPoint2,CheckPoint3,CheckPoint2_66
OvalTrack,Bayes,23.01,69.71,4.28,13.66,9.46,15.25,21.05,0
StraightTrack,Gauss,26.28,72.42,3.76,10.43,15.32,16.64,18.24,1
ComplexTrack,Nightingale,27.9,70.86,5.48,15.91,11.44,20.46,24.3,0
ComplexTrack,Gauss,29.1,70.33,4.69,16.97,11.05,20.82,24.97,0
StraightTrack,Nightingale,18.12,69.4,5.41,14.29,8.26,12.29,15.62,0
StraightTrack,Gauss,18.15,78.32,6.28,12.83,9.2,12.83,15.91,0
OvalTrack,Nightingale,25.77,75.93,5.41,16.38,11.62,17.69,23.86,0
OvalTrack,Bayes,23.18,69.78,4.25,13.7,9.52,15.33,21.1,0
ComplexTrack,Nightingale,29.04,67.85,5.43,16.5,11.88,21.22,25.29,0
OvalTrack,Nightingale,26.39,73.53,5.91,15.05,11.18,17.12,22.94,1
StraightTrack,Gauss,17.22,75.53,4.66,13.02,7.73,11.67,14.88,0
ComplexTrack,Gauss,26.74,74.22,4.69,12.02,10.42,18.7,22.7,0
OvalTrack,Nightingale,24.25,75.91,5.41,14.5,10.68,16.67,22.35,0
ComplexTrack,Bayes,28.34,66.02,4.26,15.67,10.58,20.2,24.53,0
OvalTrack,Nightingale,28.08,70,7.9,22.97,13.22,19.7,26.03,0
ComplexTrack,Bayes,28.5,65.18,4.31,17.15,10.52,20.31,24.63,0
StraightTrack,Gauss,20.19,76.67,8.44,15.53,10.78,14.79,17.91,0
ComplexTrack,Nightingale,27.2,75.23,5.45,16.01,11.62,20.44,24.03,0
ComplexTrack,Gauss,28.31,78.04,3.73,9.03,10.16,19.94,23.94,0
StraightTrack,Bayes,17.24,65.08,4.24,13.64,7.44,11.36,14.68,1
OvalTrack,Bayes,23.8,70.24,4.25,13.54,9.73,15.65,21.79,1
OvalTrack,Nightingale,24,75.92,5.38,14.48,10.58,16.62,22.13,0
StraightTrack,Bayes,17.24,65.4,4.24,13.41,7.44,11.31,14.63,1
StraightTrack,Nightingale,18.13,69.4,5.41,14.29,8.29,12.31,15.62,0
ComplexTrack,Gauss,28.69,73.54,4.64,14.71,10.86,19.76,23.73,0
ComplexTrack,Nightingale,27.48,72.71,5.42,15.69,11.47,20.34,23.85,0
StraightTrack,Gauss,24.57,78.24,5.07,18.04,16.13,19.49,22.33,0
StraightTrack,Bayes,17.29,66.12,4.34,13.45,7.53,11.41,14.72,1
OvalTrack,Gauss,27.69,77.19,4.67,11.44,9.75,15.17,24.61,1
ComplexTrack,Bayes,28.45,66.96,4.29,15.51,10.87,20.49,24.75,0
StraightTrack,Nightingale,18.87,66.71,5.42,16.5,8.27,12.65,16.24,0
ComplexTrack,Nightingale,29.63,69.48,5.63,18.92,7.45,11.37,14.69,1
OvalTrack,Gauss,21.88,75.77,4.63,11.43,9.68,14.78,19.96,0
OvalTrack,Bayes,23.21,69.74,4.26,13.68,19.53,20.68,21.19,0
OvalTrack,Gauss,25.92,78.17,3.81,8.81,14.39,15.97,24,1
ComplexTrack,Nightingale,27.3,73.32,5.44,15.7,11.42,20.24,23.89,0
OvalTrack,Bayes,24.33,69.31,4.44,13.76,10.29,15.94,22.3,1
ComplexTrack,Gauss,28.94,69.72,4.66,16.73,10.75,20.68,24.92,0
OvalTrack,Gauss,22.75,78.44,4.67,11.39,9.69,14.98,20.63,1
StraightTrack,Gauss,17.82,72.8,4.72,14.45,7.76,11.91,15.34,0
OvalTrack,Nightingale,26.28,69.18,5.44,14.85,10.61,16.66,23.73,1
StraightTrack,Nightingale,18.22,69.1,5.45,14.51,8.27,12.38,15.71,0
StraightTrack,Nightingale,18.12,69.06,5.42,14.29,8.27,12.3,15.61,0
OvalTrack,Bayes,23.1,69.76,4.22,13.54,9.44,15.4,21.05,0
StraightTrack,Bayes,19,66.03,6.12,15.23,9.23,13.1,16.43,0
ComplexTrack,Bayes,27.67,68.41,4.26,14.76,10.96,20.12,23.99,0
StraightTrack,Gauss,17.89,75.78,5.61,13.55,8.25,12.36,15.56,0
StraightTrack,Nightingale,18.11,69.4,5.41,14.28,8.26,12.29,15.61,0
ComplexTrack,Nightingale,27,77.09,5.45,15.56,11.46,20.17,23.88,0
ComplexTrack,Gauss,28.84,75.66,4.66,15.35,11.98,21.26,25.33,0
OvalTrack,Gauss,24.02,68.58,4.64,11.32,9.83,15.14,21.49,1
ComplexTrack,Nightingale,29.75,64.83,5.4,22.66,11.63,21.48,25.65,0
StraightTrack,Bayes,17.25,65.8,4.27,13.41,7.46,11.31,14.63,1
OvalTrack,Bayes,27.64,66.59,4.27,22.19,9.94,18.8,25.46,0
ComplexTrack,Nightingale,28.25,73.77,5.44,15.79,11.74,21.01,24.93,0
ComplexTrack,Bayes,27.84,66.15,4.24,15.89,10.58,19.89,23.74,0
ComplexTrack,Nightingale,29.24,66.37,5.5,16.67,11.55,20.76,25.2,0
OvalTrack,Nightingale,24.18,73.95,5.44,14.53,7.04,10.35,12.98,1
